,pop,zip,city,I_mean,I_median,I_stdev,I_rank,state,B_num,H_slope
1762,583,71953,Mena,41625,35775,29284,11256,FL,0.0,5388.535714285713
1763,35,74339,Commerce,44050,35624,36171,22930,TN,0.0,5296.464285714286
1764,356,77461,Needville,76875,61829,55905,14107,OH,0.0,6566.17857142857
1765,733,85255,Scottsdale,144695,140525,79065,19827,IL,2.0,116.21428571428565
1766,310,86301,Prescott,59918,52759,39615,12686,MO,5.0,6538.285714285713
1767,93,70546,Jennings,43540,19039,47754,3079,SC,0.0,3679.0714285714275
1768,15,68640,Genoa,62967,46849,51611,5309,WV,0.0,5443.678571428572
1769,699,69149,Lodgepole,79595,300000,64022,25332,WV,0.0,3106.1071428571427
1770,602,90066,Los Angeles,139846,116703,80004,15835,OK,1.0,5361.678571428571
1771,1257,71107,Shreveport,49328,36733,43869,17968,GA,1.0,5113.285714285713
1772,11,65747,Shell Knob,44971,35824,32268,11739,PA,0.0,12886.999999999996
1773,1037,97068,West Linn,116758,109994,78403,1432,CA,4.0,29248.14285714285
1774,134,60518,Earlville,46429,36948,37884,227,NJ,0.0,23319.928571428565
1775,286,60538,Montgomery,91889,300000,51211,9150,NJ,1.0,20240.42857142857
1776,19142,94403,San Mateo,156853,300000,73864,10991,UT,2.0,33787.60714285714
1777,9250,77013,Houston,43603,36774,26881,4880,OH,0.0,18334.749999999993
1778,67,65020,Camdenton,69461,53483,61870,27342,PA,0.0,6279.249999999999
1779,541,59601,Helena,119678,300000,68955,20981,ME,5.0,7675.607142857142
1780,330,59860,Polson,48115,58239,30862,19737,VT,1.0,2994.392857142857
1781,1208,99508,Anchorage,64869,53765,47295,1260,WA,0.0,31398.14285714285
1782,205,60565,Naperville,128299,300000,51149,700,NJ,1.0,20701.071428571424
1783,6,91962,Pine Valley,26849,24952,26790,31878,TX,0.0,6511.642857142855
1784,306,65202,Columbia,71301,51631,49286,26279,PA,4.0,31.107142857142865
1785,549,78596,Weslaco,53924,44793,46592,23894,IN,0.0,5907.67857142857
1786,564,90035,Los Angeles,86354,77492,65205,13075,OK,1.0,2792.607142857142
1787,1187,64804,Joplin,36489,26937,31946,18276,PA,1.0,5982.642857142856
1788,339,91214,La Crescenta,103793,86533,66206,3387,TX,0.0,16059.249999999996
1789,704,58601,Dickinson,99188,87768,63399,10560,MA,0.0,16603.928571428572
1790,39,81054,Las Animas,38049,24243,48044,17612,IA,0.0,4161.464285714285
1791,196,90272,Pacific Palisades,130804,118247,89940,3284,OK,1.0,4922.535714285714
1792,16,72392,Wheatley,38283,33695,26122,285,FL,0.0,13264.35714285714
1793,885,60013,Cary,155934,300000,72255,28423,VT,2.0,7675.178571428571
1794,11,66033,Greeley,40857,32865,31034,1646,DE,0.0,11752.892857142857
1795,249,63052,Imperial,88665,300000,56654,24215,NY,0.0,4871.3214285714275
1796,87,99338,Kennewick,115053,108580,69764,885,OR,1.0,18183.714285714283
1797,315,78229,San Antonio,54474,48900,36275,4826,IN,3.0,8397.67857142857
1798,395,97367,Lincoln City,52282,52197,31645,26394,CA,3.0,15210.499999999996
1799,492,85373,Sun City,52042,44224,35620,12761,IL,0.0,4200.357142857142
1800,457,81003,Pueblo,49319,300000,30631,33487,IA,2.0,1300.2499999999998
1801,186,59911,Bigfork,71085,60221,50019,8296,VT,2.0,10429.071428571428
1802,2237,85321,Ajo,56385,28392,61535,27742,IL,0.0,1259.928571428571
1803,337,77640,Port Arthur,46840,32888,44386,12150,OH,0.0,11756.464285714283
1804,68,68649,North Bend,45844,300000,40786,13614,WV,0.0,4489.714285714284
1805,580,77020,Houston,31247,23793,23879,1552,OH,3.0,6044.857142857142
1806,1361,60115,Dekalb,49527,39483,37808,18585,CT,0.0,11085.749999999998
1807,19,79851,Sierra Blanca,57843,42950,53049,11397,MI,0.0,4795.857142857142
1808,286,97224,Tigard,78931,64347,52089,742,CA,3.0,10421.964285714284
1809,268,78759,Austin,107523,81445,78191,2549,IN,4.0,3341.428571428571
1810,80,72834,Dardanelle,54745,45401,36534,799,FL,0.0,13160.142857142855
1811,293,78201,San Antonio,61218,45141,54461,3147,IN,0.0,8341.499999999998
1812,910,95132,San Jose,100000,96103,62179,15455,AZ,0.0,11232.892857142855
1813,639,70427,Bogalusa,34266,22330,35385,8726,SC,0.0,9967.785714285712
1814,294,85048,Phoenix,87130,300000,57295,9228,IL,1.0,5688.714285714284
1815,31,75944,Etoile,40069,24243,44818,26108,KY,0.0,1924.0
1816,2,59250,Opheim,42600,300000,26555,20388,NH,0.0,21944.42857142857
1817,52,70030,Des Allemands,80007,51357,66086,6402,NC,0.0,8368.785714285712
1818,204,81147,Pagosa Springs,69136,43026,66416,13340,WI,2.0,18299.60714285714
1819,62,72943,Magazine,62133,42437,55440,9096,FL,0.0,13551.428571428569
1820,418,62221,Belleville,62536,300000,59880,9166,NY,0.0,20155.964285714283
1821,225,84067,Roy,84901,78590,45464,9745,MT,0.0,8269.464285714286
1822,328,85712,Tucson,23169,16703,21503,11663,IL,3.0,1674.4285714285706
1823,11,77655,Sabine Pass,0,0,0,5399,OH,0.0,6408.964285714284
1824,647,63108,St Louis,35220,19012,41888,8091,NY,2.0,3750.2857142857133
1825,296,81501,Grand Junction,43707,30506,39588,15568,WI,4.0,11094.892857142855
1826,75,80125,Littleton,104201,300000,52670,29819,IA,5.0,4300.464285714285
1827,103,77045,Houston,58685,50593,35825,2086,OH,0.0,12048.10714285714
1828,79,63349,Hawk Point,61431,55203,42786,6479,NY,0.0,3286.8214285714275
1829,19,64491,Tarkio,49460,39519,40443,10610,PA,0.0,3291.8928571428555
1830,972,91744,La Puente,86036,85900,54523,226,TX,1.0,7555.142857142855
1831,503,90012,Los Angeles,29299,15956,32360,23157,OK,3.0,6789.9642857142835
1832,603,80120,Littleton,72508,64027,58606,17387,IA,4.0,7662.642857142854
1833,115,82301,Rawlins,67164,60409,47900,11022,MN,0.0,6920.892857142856
1834,220,60527,Willowbrook,78121,59249,65193,3445,NJ,2.0,20307.46428571428
1835,19,70639,Evans,56009,41026,50672,27158,SC,0.0,5488.75
1836,200,60521,Hinsdale,160991,197092,94311,7944,NJ,0.0,8375.392857142855
1837,311,73036,El Reno,32768,31384,19237,5109,FL,1.0,11028.607142857141
1838,438,77568,La Marque,57441,43322,47223,9455,OH,1.0,11565.035714285712
1839,92,62664,Mason City,79594,63000,53173,12387,NY,0.0,8535.642857142855
1840,148,76086,Weatherford,52549,300000,27651,25381,KY,0.0,3999.2142857142844
1841,185,98363,Port Angeles,65060,61654,48993,14052,CA,7.0,31507.964285714283
1842,2188,93535,Lancaster,53182,38578,53018,32559,CO,0.0,15390.428571428569
1843,2809,94536,Fremont,112384,99822,71725,12175,UT,0.0,18091.749999999996
1844,38,82729,Sundance,75169,50980,66485,16868,MN,0.0,2434.2857142857138
1845,340,70808,Baton Rouge,30554,21012,28655,301,GA,2.0,15728.857142857141
1846,182,74145,Tulsa,65447,300000,46900,334,TN,0.0,25101.035714285714
1847,550,91732,El Monte,68133,57351,58636,481,TX,1.0,9315.75
1848,55,84751,Milford,65888,59154,49796,30341,IL,0.0,263.8928571428571
1849,71,70552,Loreauville,57287,47529,41607,16520,SC,0.0,2767.321428571428
1850,3691,63703,Cape Girardeau,38329,29945,41617,19752,NY,0.0,1568.2499999999995
1851,926,89012,Henderson,64988,49828,43318,5261,LA,1.0,4418.3214285714275
1852,6,98396,Wilkeson,88716,81787,54402,27695,CA,0.0,15123.214285714284
1853,372,63113,St Louis,23521,14034,20997,19702,NY,0.0,7205.178571428571
1854,12,95939,Elk Creek,43059,36830,25925,3076,NV,0.0,45098.32142857142
1855,39,70525,Church Point,40132,300000,26254,12492,SC,0.0,10675.214285714284
1856,227,75125,Ferris,47204,24933,47606,21674,MS,0.0,1686.035714285714
1857,370,77954,Cuero,63475,36585,62736,21134,IN,0.0,5188.285714285713
1858,107,63601,Park Hills,34105,26092,28297,13097,NY,1.0,4764.464285714285
1859,311,98520,Aberdeen,72647,80209,46242,27695,CA,0.0,12433.749999999998
1860,85,81230,Gunnison,66372,54351,46488,15171,WI,1.0,18090.678571428572
1861,72,98321,Buckley,57926,52388,39321,13124,CA,3.0,27401.39285714285
1862,144,76044,Godley,76469,63409,55570,29439,KY,0.0,1868.9999999999998
1863,30,59410,Augusta,49267,37023,43350,18009,ME,0.0,10353.142857142857
1864,10,98304,Ashford,60258,51069,48525,165,CA,0.0,25160.42857142857
1865,629,74354,Miami,32534,21399,33177,10333,TN,0.0,8604.642857142855
1866,56,76641,Frost,44245,31544,32636,32682,OH,0.0,4569.285714285713
1867,4,78234,San Antonio,70206,62395,42084,10807,IN,0.0,9067.678571428569
1868,781,77385,Conroe,103067,90121,67027,11967,OH,3.0,7671.321428571427
1869,119,93924,Carmel Valley,73412,78216,34256,32644,WY,9.0,6932.249999999998
1870,189,68788,West Point,51544,42214,43351,30504,WV,0.0,-237.60714285714283
1871,25656,93003,Ventura,59386,52636,42316,22968,TX,6.0,4331.107142857141
1872,416,92243,El Centro,48768,36209,45607,13355,TX,0.0,8144.071428571426
1873,42,62854,Kinmundy,66125,300000,44577,33238,NY,0.0,14428.107142857141
1874,21,85544,Pine,64766,63662,43945,23652,IL,2.0,2401.0714285714275
1875,822,83651,Nampa,27863,16793,28028,30304,ND,3.0,4060.1785714285706
1876,383,85208,Mesa,100687,88002,53035,8105,IL,0.0,1758.535714285714
1877,2,74468,Wainwright,33628,21645,27761,9358,TN,0.0,12219.857142857141
1878,131,97106,Banks,86910,81034,52525,4129,CA,0.0,23828.03571428571
1879,110,91364,Woodland Hills,74477,44205,68752,15455,TX,1.0,1157.9999999999998
1880,64,72042,Dewitt,62145,37402,60817,1589,FL,0.0,9809.821428571428
1881,19,97436,Elkton,50148,41479,32997,7837,CA,2.0,14332.428571428567
1882,140,92832,Fullerton,94853,92860,52122,10491,TX,5.0,3639.785714285714
1883,172,63640,Farmington,57391,45159,47138,8239,NY,1.0,5977.642857142856
1884,93,71037,Haughton,57090,41916,49350,7610,GA,0.0,29021.714285714283
1885,20,82937,Lyman,67374,70155,36558,33550,MN,0.0,7598.178571428572
1886,110,73054,Luther,68766,62564,42184,6606,FL,1.0,9809.892857142855
1887,515,62206,Cahokia,46639,31472,38858,5136,NY,0.0,19288.89285714285
1888,287,67110,Mulvane,105877,300000,53869,29762,MD,2.0,4649.249999999998
1889,627,96778,Pahoa,43443,29565,40066,4557,CA,1.0,12816.714285714286
1890,27,61054,Mount Morris,74374,58656,53554,22249,NJ,0.0,4032.8571428571413
1891,592,90602,Whittier,70285,48157,55732,19462,OK,0.0,3085.357142857142
1892,59,64067,Lexington,51806,35672,43283,2455,PA,0.0,4220.785714285713
1893,469,93728,Fresno,37213,23315,33954,28297,CO,2.0,9586.821428571426
1894,24,62890,Thompsonville,39404,35488,26333,22605,NY,0.0,8268.607142857143
1895,481,91501,Burbank,95896,76779,73577,17885,TX,1.0,6030.142857142856
1896,220,59870,Stevensville,46766,37288,42355,28187,VT,2.0,7928.392857142855
1897,581,91710,Chino,82439,72505,56415,5451,TX,3.0,11597.678571428569
1898,445,95123,San Jose,139824,158396,66055,2201,AZ,2.0,20414.03571428571
1899,140,72020,Bradford,52801,38865,44704,14142,FL,0.0,7146.892857142855
1900,1407,94558,Napa,84259,300000,66267,5957,UT,49.0,20923.749999999996
1901,2935,75035,Frisco,101930,300000,50317,8966,MS,0.0,3117.7142857142853
1902,3109,63389,Winfield,67641,66374,38654,21453,NY,0.0,8809.142857142855
1903,413,93401,San Luis Obispo,70959,300000,30348,14019,CO,25.0,20354.714285714283
1904,770,92646,Huntington Beach,50346,39799,38323,5168,TX,2.0,29445.285714285703
1905,837,92120,San Diego,87615,300000,47390,348,TX,9.0,8514.392857142857
1906,1499,89117,Las Vegas,137072,132387,84912,16439,LA,4.0,6580.464285714284
1907,943,96740,Kailua-kona,55610,34501,48686,4806,CA,6.0,13796.607142857141
1908,2089,80239,Denver,50564,42905,33306,32844,IA,3.0,5502.964285714284
1909,222,97317,Salem,52049,45760,41595,1988,CA,0.0,21867.464285714283
1910,237,79510,Clyde,52183,42859,47516,5635,MI,2.0,7647.499999999999
1911,98,60419,Dolton,54067,45097,43696,20234,CT,0.0,217.07142857142787
1912,84,76570,Rosebud,57659,48798,42179,1370,OH,0.0,22693.10714285714
1913,688,68901,Hastings,75749,300000,51995,9964,WV,0.0,2106.107142857142
1914,103,78224,San Antonio,35569,25164,38316,11998,IN,0.0,6990.642857142857
1915,2497,77379,Klein,63351,48975,46009,17511,OH,0.0,7327.2142857142835
1916,223,71603,Pine Bluff,29997,18140,26515,28215,GA,0.0,1767.9642857142853
1917,127,62204,East Saint Louis,15067,7280,21849,4823,NY,0.0,22385.142857142855
1918,198,71108,Shreveport,38876,29062,28404,32486,GA,0.0,4406.249999999999
1919,546,92806,Anaheim,97024,92986,58129,16323,TX,14.0,4847.285714285713
1920,860,72601,Harrison,57327,300000,39188,1434,FL,1.0,12718.749999999995
1921,93,67449,Herington,54867,52793,32090,26414,VA,0.0,11974.10714285714
1922,8306,63775,Perryville,68998,300000,43709,17420,NY,1.0,6917.2142857142835
1923,31,70395,Schriever,58896,47871,45184,6865,SC,0.0,8790.464285714284
1924,367,97113,Cornelius,61767,53317,41791,5126,CA,1.0,26446.21428571428
1925,714,95747,Roseville,74250,59813,53226,21846,NV,0.0,8421.999999999996
1926,418,98541,Elma,60362,36788,61583,2813,CA,0.0,15021.964285714283
1927,122,64477,Plattsburg,56917,41280,45719,17282,PA,0.0,6567.678571428569
1928,546,94598,Walnut Creek,144189,148636,81549,4257,UT,2.0,23530.53571428571
1929,1219,92867,Orange,112819,111246,60639,24363,TX,5.0,1173.4642857142856
1930,119,62016,Carrollton,46747,41243,38386,1539,NY,0.0,31842.03571428571
1931,20,96731,Kahuku,79621,57803,68558,9945,CA,0.0,13872.178571428569
1932,685,61102,Rockford,49047,22395,51107,14449,NJ,0.0,14367.17857142857
1933,180,59722,Deer Lodge,48336,42402,25115,9955,ME,0.0,5788.785714285713
1934,135,65712,Mt Vernon,40476,300000,30461,12294,PA,0.0,7505.964285714283
1935,118,88231,Eunice,75099,72896,48183,28215,NE,0.0,10884.535714285714
1936,828,94621,Oakland,45328,38771,32818,31540,UT,3.0,11390.357142857141
1937,8992,76424,Breckenridge,74460,300000,65812,7082,KY,0.0,3912.499999999999
1938,14,64494,Union Star,46216,34187,41228,22813,PA,0.0,7961.5
1939,124,77657,Lumberton,67201,50272,43337,12609,OH,0.0,3396.857142857142
1940,1253,85020,Phoenix,76235,63024,54692,19725,IL,4.0,1668.785714285714
1941,106,71263,Oak Grove,52036,34966,48198,10491,GA,0.0,6878.714285714284
1942,15350,73108,Oklahoma City,27218,24571,21689,8189,FL,2.0,11682.535714285712
1943,6,62872,Opdyke,64741,300000,44606,16623,NY,0.0,4517.857142857142
1944,262,95987,Williams,110458,300000,80342,815,CA,0.0,45156.14285714284
1945,330,67226,Wichita,61162,52083,45854,9093,VA,1.0,19716.39285714285
1946,927,74464,Tahlequah,48391,23688,62544,9780,TN,0.0,7374.999999999997
1947,242,98168,Tukwila,50556,33638,45302,2692,CA,1.0,27584.71428571428
1948,345,67005,Arkansas City,50949,36346,46082,14239,MD,0.0,7699.142857142857
1949,546,82520,Lander,0,0,0,16040,MN,1.0,21015.821428571424
1950,296,71112,Bossier City,34208,31065,23856,10037,GA,0.0,4606.892857142857
1951,3,68978,Superior,49762,41750,35440,30132,WV,0.0,-1010.4285714285712
1952,370,65746,Seymour,36086,24972,33887,12739,PA,0.0,8415.107142857141
1953,158,77612,Buna,30928,22516,29894,30545,OH,0.0,10591.535714285712
1954,67,65078,Stover,59386,49769,42327,24090,PA,0.0,11950.499999999998
1955,327,98053,Redmond,122938,300000,77626,12942,CA,0.0,7226.464285714284
1956,22235,95008,Campbell,92339,71866,69648,20490,AZ,12.0,13170.357142857143
1957,354,77035,Houston,84071,71137,55132,3735,OH,1.0,7264.035714285714
1958,175,66701,Fort Scott,44852,37898,34018,1264,MD,1.0,13766.642857142855
1959,829,67114,Newton,46023,42073,34408,801,VA,0.0,18965.464285714286
1960,2177,73099,Yukon,87887,300000,48732,10916,FL,1.0,12534.42857142857
1961,31917,78046,Laredo,0,0,0,10622,IN,0.0,10869.642857142855
1962,991,64138,Raytown,64092,300000,35733,26847,PA,0.0,6737.321428571427
1963,139,63877,Steele,50189,37534,40426,17179,PA,0.0,838.7857142857141
1964,317,75418,Bonham,55183,39936,47147,33743,MS,0.0,7740.785714285711
1965,202,70122,New Orleans,33212,26981,30892,33411,NC,0.0,8744.107142857141
1966,775,92110,San Diego,120050,122111,86339,9254,TX,12.0,9203.857142857143
1967,55,59828,Corvallis,25837,20005,19919,19502,VT,0.0,4195.285714285714
1968,71,59864,Ronan,65843,51528,49841,25071,VT,0.0,4336.178571428571
1969,110,91316,Encino,99682,300000,61115,2147,TX,0.0,12833.60714285714
1970,230,70817,Baton Rouge,67653,67280,40881,1030,GA,1.0,27581.249999999996
1971,281,98629,La Center,72281,62194,46546,32607,CA,0.0,10539.749999999998
1972,106,87043,Bernalillo,71192,65870,53476,23454,KS,1.0,4681.3214285714275
1973,27,78954,Round Top,84620,56665,78252,4016,MI,0.0,10638.53571428571
1974,592,86336,Sedona,84273,300000,72568,8638,MO,5.0,13077.35714285714
1975,1208,71730,El Dorado,51926,51461,33114,4380,FL,0.0,12874.178571428569
1976,17,59248,Nashua,62207,49190,51319,22398,NH,0.0,65740.07142857142
1977,485,68131,Omaha,60954,57292,37379,32764,VA,2.0,9128.749999999998
1978,94,68117,Omaha,49205,41838,28862,11829,VA,0.0,1433.5714285714282
1979,606,78219,San Antonio,62739,53020,49577,6495,IN,0.0,8641.321428571426
1980,6994,64870,Webb City,41996,44069,23172,33381,PA,0.0,5666.464285714284
1981,291,60091,Wilmette,180513,300000,80946,26959,CT,0.0,5876.107142857142
1982,46,76823,Bangs,56338,51533,29881,23454,OH,0.0,7115.892857142857
1983,101,78017,Dilley,73436,300000,61323,32486,IN,0.0,10657.142857142857
1984,162,99702,Eielson Afb,68267,56650,41914,18672,WA,0.0,27751.035714285703
1985,77,79360,Seminole,78019,59120,64709,8926,MI,0.0,2581.8214285714284
1986,1708,92117,San Diego,71571,300000,52016,8710,TX,1.0,8019.249999999998
1987,2769,85041,Phoenix,35368,28554,27890,32728,IL,0.0,967.6785714285712
1988,40,75683,Ore City,48218,34476,46710,8196,KY,0.0,5958.857142857141
1989,840,80910,Colorado Springs,46711,29483,48279,5257,IA,1.0,5745.107142857142
1990,21,65231,Auxvasse,43391,32128,34640,32406,PA,0.0,5435.5714285714275
1991,120,72335,Forrest City,27555,19354,24289,4306,FL,0.0,12775.607142857141
1992,105,68405,Milford,61942,47764,53745,23797,WV,0.0,1639.4999999999998
1993,2260,92562,Murrieta,46707,42017,29570,4060,TX,6.0,19503.03571428571
1994,853,74820,Ada,44053,29654,47771,13572,TN,0.0,18686.17857142857
1995,131,61072,Rockton,90382,300000,42558,7183,NJ,0.0,4610.142857142855
1996,299,96732,Kahului,49115,48509,20456,1425,CA,1.0,10403.678571428569
1997,232,77096,Houston,144246,133447,83674,8508,OH,0.0,7902.464285714283
1998,2405,93309,Bakersfield,56318,42479,45251,1267,CO,0.0,25273.46428571428
1999,1406,94550,Livermore,88461,80464,60139,17988,UT,24.0,20233.892857142855
2000,818,59645,White Sulphur Springs,49917,40724,38717,13232,ME,0.0,2634.678571428571
2001,9,65025,Clarksburg,46965,33684,41795,30410,PA,0.0,5245.678571428571
2002,361,86045,Tuba City,41489,34601,35089,27295,MO,0.0,2129.214285714285
2003,304,84093,Sandy,97458,300000,50619,19590,MT,0.0,7470.892857142856
2004,1260,92065,Ramona,77090,65343,55980,24158,TX,4.0,7661.678571428569
2005,220,76132,Fort Worth,129784,136004,74173,30679,KY,2.0,2163.9999999999995
2006,23,73543,Geronimo,51685,40008,39520,11133,AL,0.0,8169.535714285713
2007,470,81301,Durango,75130,300000,42263,1708,WI,8.0,9820.357142857141
2008,46206,98115,Seattle,106357,99406,61618,18286,CA,1.0,17106.96428571428
2009,49,60476,Thornton,54080,43284,40128,15062,CT,0.0,874.3214285714286
2010,18,62311,Augusta,50335,35798,41685,17169,NY,0.0,36018.32142857143
2011,158,72949,Ozark,51212,40484,35161,2762,FL,0.0,11021.142857142853
2012,219,85033,Phoenix,53956,48164,38525,27838,IL,1.0,1414.3571428571427
2013,299,70535,Eunice,56515,45878,38298,16752,SC,0.0,-3437.7857142857138
2014,407,63857,Kennett,47137,31887,47764,13676,PA,0.0,2019.2857142857138
2015,9874,73044,Guthrie,46887,53669,27829,6540,FL,0.0,12039.357142857141
2016,6,58736,Drake,45325,31641,45406,27868,MA,0.0,4778.678571428571
2017,225,65565,Steelville,50031,28021,48907,9029,PA,0.0,5747.857142857141
2018,66,78962,Weimar,69979,57255,56460,3522,MI,0.0,6001.892857142857
2019,579,85715,Tucson,65342,52748,52286,25345,IL,0.0,1932.2499999999993
2020,313,78648,Luling,51476,300000,35256,26622,IN,0.0,2337.0714285714284
2021,361,85755,Tucson,117775,108682,69734,25332,IL,0.0,2583.571428571428
2022,273,80215,Lakewood,46646,41944,36221,25540,IA,0.0,10034.535714285712
2023,810,77414,Bay City,82699,84654,48687,641,OH,0.0,13130.464285714283
2024,43,67522,Buhler,61154,53208,41724,18510,VA,0.0,5415.535714285715
2025,96,93648,Parlier,61962,300000,41359,32728,CO,0.0,5279.749999999998
2026,472,98208,Everett,119972,116769,56270,5994,CA,6.0,36675.857142857145
2027,19,85553,Tonto Basin,39704,300000,19480,27783,IL,0.0,2915.9642857142853
2028,5047,97535,Phoenix,66830,70824,42671,2682,CA,0.0,88211.92857142857
2029,5,72027,Center Ridge,53764,42773,44562,3856,FL,0.0,4275.035714285714
2030,399,65775,West Plains,46334,36156,37339,4968,PA,0.0,9171.107142857143
2031,667,62702,Springfield,37108,30473,46187,29352,NY,0.0,8930.25
2032,4119,90011,Los Angeles,37079,25700,36339,21437,OK,0.0,3639.142857142856
2033,923,61802,Urbana,26763,23067,16799,49,NY,0.0,14161.392857142851
2034,201,64683,Trenton,56438,55623,40112,30445,PA,0.0,6317.857142857142
2035,55,79938,El Paso,51271,36701,37669,13602,MI,0.0,7165.10714285714
2036,29,76070,Nemo,98559,85807,56493,27806,KY,0.0,643.8214285714284
2037,26491,96817,Honolulu,108499,300000,77175,181,CA,5.0,23661.96428571428
2038,1620,85203,Mesa,64256,53389,46502,22930,IL,0.0,1716.678571428571
2039,31,89439,Verdi,101010,75755,75997,19967,AR,0.0,4184.42857142857
2040,63,59868,Seeley Lake,44502,39694,30569,17791,VT,0.0,429.5357142857143
2041,167,99344,Othello,58654,55879,36407,10808,OR,0.0,14132.571428571428
2042,525,60707,Chicago,88413,300000,53983,8088,NJ,0.0,24539.857142857138
2043,4,58752,Lignite,68296,57142,47517,11626,MA,0.0,15743.535714285712
2044,608,96826,Honolulu,66819,59527,45644,1043,CA,2.0,21219.607142857145
2045,174,62563,Rochester,92013,300000,55884,26457,NY,0.0,5425.999999999998
2046,54,75173,Nevada,93293,80516,64528,10517,MS,0.0,4146.749999999999
2047,233,86505,Ganado,26791,15983,27873,27783,MO,0.0,3502.9999999999995
2048,684,79915,El Paso,35032,30806,38466,12553,MI,1.0,8125.035714285713
2049,952,62002,Alton,44773,41830,26434,12658,NY,1.0,34573.5
2050,265,95843,Sacramento,88099,79340,54199,596,NV,0.0,19708.678571428565
2051,273,68947,Hildreth,81722,62085,65061,27295,WV,0.0,3049.999999999999
2052,36,95922,Camptonville,45763,32833,48119,10388,NV,0.0,16789.857142857138
2053,125,78945,La Grange,71400,67048,55562,17090,MI,0.0,16874.464285714283
2054,248,79927,El Paso,28322,18647,24338,13849,MI,0.0,3941.571428571428
2055,1231,77642,Port Arthur,59620,33831,49629,27295,OH,0.0,3564.5714285714284
2056,330,93402,Los Osos,88737,300000,68409,28821,CO,0.0,33390.82142857142
2057,64,94931,Cotati,46420,30718,38909,9864,AZ,0.0,23245.571428571424
2058,190,94089,Sunnyvale,91316,90728,63771,27342,ID,2.0,13857.285714285712
2059,259,91351,Canyon Country,88448,300000,44857,6804,TX,1.0,1315.5714285714284
2060,106,62203,East Saint Louis,37258,31384,33910,12511,NY,0.0,19446.749999999996
2061,116,72734,Gentry,55902,46995,42809,6317,FL,0.0,18233.14285714285
2062,61,61085,Stockton,85780,86566,57746,23811,NJ,0.0,5082.142857142856
2063,366,81050,La Junta,57527,44838,49348,29203,IA,0.0,2447.1785714285706
2064,139,99201,Spokane,41408,28517,36922,4918,OR,15.0,21562.53571428571
2065,458,93286,Woodlake,68572,68507,52715,2360,CO,0.0,40554.964285714275
2066,5,62465,Strasburg,54834,46526,41433,18568,NY,0.0,6144.7142857142835
2067,597,60064,North Chicago,49236,45288,35177,26536,VT,0.0,5318.642857142857
2068,1777,87031,Los Lunas,58597,300000,39849,30868,KS,0.0,3557.892857142856
2069,44,79521,Haskell,48827,38934,40320,20889,MI,0.0,7905.892857142855
2070,856,80228,Lakewood,52046,45081,32959,23514,IA,3.0,4152.964285714285
2071,1,99557,Chuathbaluk,48313,44853,38154,2114,WA,0.0,37727.249999999985
2072,129,96754,Kilauea,65316,61255,48369,13527,CA,0.0,13673.321428571426
2073,451,91001,Altadena,100351,300000,58212,12547,TX,0.0,3138.0714285714284
2074,431,65706,Marshfield,36723,35590,25354,3022,PA,0.0,8785.10714285714
2075,1017,96816,Honolulu,131784,133548,85976,273,CA,0.0,24620.42857142857
2076,718,92835,Fullerton,128201,300000,75641,3394,TX,0.0,3505.1071428571418
2077,6,63874,Risco,27473,22771,23197,28364,PA,0.0,1677.2857142857138
2078,386,77868,Navasota,69232,69877,54684,21494,OH,0.0,4865.999999999999
2079,1196,58623,Bowman,71890,61542,56183,12690,MA,0.0,26569.53571428571
2080,2365,90640,Montebello,64591,49628,52342,2499,TX,4.0,16760.249999999993
2081,167,72131,Quitman,65600,45354,60698,7931,FL,0.0,11381.0
2082,732,64836,Carthage,39154,23217,42477,9338,PA,2.0,8061.214285714285
2083,294,60657,Chicago,82714,58437,69098,12863,NJ,11.0,7666.928571428571
2084,26351,89103,Las Vegas,59800,47910,52627,17424,LA,1.0,3784.7857142857138
2085,199,76108,White Settlement,43725,51961,27607,18759,KY,1.0,2980.6785714285706
2086,82,67356,Oswego,51439,46699,35026,2785,VA,0.0,6856.392857142856
2087,9669,76205,Denton,62455,37290,55556,16367,KY,1.0,933.8571428571427
2088,25,59074,Ryegate,46804,39177,34097,9903,NH,0.0,17332.035714285714
2089,395,77504,Pasadena,89136,78790,56332,8317,OH,0.0,14624.392857142851
2090,16,79742,Grandfalls,42910,36495,27172,15809,MI,0.0,9461.642857142855
2091,2667,94112,San Francisco,103187,83574,84934,25364,ID,0.0,13528.892857142857
2092,230,98663,Vancouver,67751,58910,47796,5876,CA,0.0,24566.39285714285
2093,34409,85225,Chandler,89718,80561,57558,20286,IL,8.0,2944.607142857142
2094,378,90077,Los Angeles,166585,300000,100375,33935,OK,0.0,2820.2857142857138
2095,144,81647,New Castle,82743,75506,50304,2056,WI,0.0,13088.5
2096,27,67466,Miltonvale,17668,9910,21236,19752,VA,0.0,3749.5357142857138
2097,418,76063,Mansfield,69557,65058,44464,30646,KY,2.0,1769.428571428571
2098,13,97041,Parkdale,88163,300000,56122,1693,CA,3.0,28134.178571428565
2099,686,60542,North Aurora,53031,37987,45002,13933,NJ,0.0,10171.214285714284
2100,635,75219,Dallas,130242,126166,84266,13141,MS,2.0,3487.9999999999995
2101,418,88030,Deming,33282,300000,21991,10050,NE,0.0,5511.642857142856
2102,12,59061,Nye,82305,60827,66241,28454,NH,0.0,11697.60714285714
2103,342,92653,Laguna Hills,55115,45519,45597,1617,TX,4.0,18556.85714285714
